year,dimension,subgroup,pct_5aday,pct_active,pct_inactive,pct_obese,pct_overweight_obese,england_pct_5aday,england_pct_active,england_pct_inactive,england_pct_obese,england_pct_overweight_obese,above_national_obesity,activity_gap,obesity_gap,diet_gap,deprivation_rank,year_numeric
2015/16,Age,18-24 yrs,,,,9.70201,33.459,,66.1336,22.33011,22.6262,61.24163,0,,-27.782629999999997,,,2015
2015/16,Age,19-24 yrs,,77.52994,14.20456,,,,66.1336,22.33011,22.6262,61.24163,0,11.396339999999995,,,,2015
2015/16,Age,25-34 yrs,,70.97007,17.62553,17.07362,49.67861,,66.1336,22.33011,22.6262,61.24163,0,4.836470000000006,-11.563020000000002,,,2015
2015/16,Age,35-44 yrs,,69.82653,18.00251,21.12111,59.43001,,66.1336,22.33011,22.6262,61.24163,0,3.692930000000004,-1.8116199999999978,,,2015
2015/16,Age,45-54 yrs,,69.07365,18.8809,26.55931,67.12801,,66.1336,22.33011,22.6262,61.24163,1,2.9400499999999994,5.886380000000003,,,2015
2015/16,Age,55-64 yrs,,64.99513,23.38793,29.04678,71.22063,,66.1336,22.33011,22.6262,61.24163,1,-1.138469999999998,9.979,,,2015
2015/16,Age,65-74 yrs,,63.5906,24.77077,27.37631,72.7598,,66.1336,22.33011,22.6262,61.24163,1,-2.5429999999999993,11.518169999999998,,,2015
2015/16,Age,75-84 yrs,,46.56597,40.9081,26.17842,72.15352,,66.1336,22.33011,22.6262,61.24163,1,-19.56763,10.91189,,,2015
2015/16,Age,85+ yrs,,25.43311,63.52882,20.52861,64.14667,,66.1336,22.33011,22.6262,61.24163,1,-40.70049,2.9050399999999996,,,2015
2015/16,Deprivation,Fifth less deprived decile,,68.49342,20.10474,20.87601,59.76468,,66.1336,22.33011,22.6262,61.24163,0,2.359819999999999,-1.4769500000000022,,6.0,2015
2015/16,Deprivation,Fifth more deprived decile,,66.81585,21.74449,23.16744,61.41557,,66.1336,22.33011,22.6262,61.24163,1,0.6822499999999962,0.17394000000000176,,5.0,2015
2015/16,Deprivation,Fourth less deprived decile,,68.80142,19.5854,19.97398,58.31585,,66.1336,22.33011,22.6262,61.24163,0,2.667819999999992,-2.925780000000003,,7.0,2015
2015/16,Deprivation,Fourth more deprived decile,,66.07286,22.07538,23.45096,61.99467,,66.1336,22.33011,22.6262,61.24163,1,-0.060739999999995575,0.7530399999999986,,4.0,2015
2015/16,Deprivation,Least deprived decile,,72.0174,16.59868,17.09367,56.61713,,66.1336,22.33011,22.6262,61.24163,0,5.883799999999994,-4.624499999999998,,10.0,2015
2015/16,Deprivation,Most deprived decile,,57.45129,31.24533,31.14931,67.34482,,66.1336,22.33011,22.6262,61.24163,1,-8.682310000000001,6.103189999999998,,1.0,2015
2015/16,Deprivation,Second least deprived decile,,70.76371,18.15752,18.66224,58.55165,,66.1336,22.33011,22.6262,61.24163,0,4.630110000000002,-2.6899799999999985,,9.0,2015
2015/16,Deprivation,Second most deprived decile,,62.23219,25.83956,26.02454,63.65104,,66.1336,22.33011,22.6262,61.24163,1,-3.9014099999999985,2.409410000000001,,2.0,2015
2015/16,Deprivation,Third less deprived decile,,68.80896,19.46066,20.14283,59.48222,,66.1336,22.33011,22.6262,61.24163,0,2.6753599999999977,-1.7594100000000026,,8.0,2015
2015/16,Deprivation,Third more deprived decile,,64.00716,24.41745,24.99479,63.36514,,66.1336,22.33011,22.6262,61.24163,1,-2.1264400000000023,2.123509999999996,,3.0,2015
2015/16,Disability,Disabled,,49.66649,37.76394,37.95681,70.35942,,66.1336,22.33011,22.6262,61.24163,1,-16.467109999999998,9.11779,,,2015
2015/16,Disability,Not disabled,,70.45761,18.1564,19.21166,59.42143,,66.1336,22.33011,22.6262,61.24163,0,4.324010000000001,-1.8201999999999998,,,2015
2015/16,Education,Another type of qualification,,58.92501,29.0484,25.12173,66.0798,,66.1336,22.33011,22.6262,61.24163,1,-7.208590000000001,4.838170000000005,,,2015
2015/16,Education,Level 1 and below,,57.1488,30.36709,27.85423,66.32602,,66.1336,22.33011,22.6262,61.24163,1,-8.9848,5.084389999999999,,,2015
2015/16,Education,Level 2 and equivalent,,64.01647,23.57724,26.12564,64.92373,,66.1336,22.33011,22.6262,61.24163,1,-2.117130000000003,3.6821000000000055,,,2015
2015/16,Education,Level 3 and equivalent,,70.49994,17.54489,23.06867,62.58212,,66.1336,22.33011,22.6262,61.24163,1,4.366339999999994,1.3404900000000026,,,2015
2015/16,Education,Level 4 and above,,74.31435,14.8226,18.38758,57.34151,,66.1336,22.33011,22.6262,61.24163,0,8.180750000000003,-3.900120000000001,,,2015
2015/16,Education,No qualification,,42.44721,45.49129,33.17004,68.95245,,66.1336,22.33011,22.6262,61.24163,1,-23.686390000000003,7.710819999999998,,,2015
2015/16,Ethnicity,Asian,,56.87804,29.24832,17.38688,57.63872,,66.1336,22.33011,22.6262,61.24163,0,-9.255560000000003,-3.6029100000000014,,,2015
2015/16,Ethnicity,Black,,56.65969,28.86674,32.87359,73.51196,,66.1336,22.33011,22.6262,61.24163,1,-9.473910000000004,12.270330000000001,,,2015
2015/16,Ethnicity,Chinese,,58.4283,28.7541,8.64102,36.41158,,66.1336,22.33011,22.6262,61.24163,0,-7.705300000000001,-24.83005,,,2015
2015/16,Ethnicity,Mixed,,72.53169,17.47009,19.97437,53.75141,,66.1336,22.33011,22.6262,61.24163,0,6.398089999999996,-7.490220000000001,,,2015
2015/16,Ethnicity,Other,,57.98317,28.53106,25.61555,58.45059,,66.1336,22.33011,22.6262,61.24163,0,-8.15043,-2.7910400000000024,,,2015
2015/16,Ethnicity,White British,,67.34325,21.34119,23.16463,61.99099,,66.1336,22.33011,22.6262,61.24163,1,1.2096499999999963,0.7493599999999958,,,2015
2015/16,Ethnicity,White Other,,68.15971,21.19372,20.25359,56.98898,,66.1336,22.33011,22.6262,61.24163,0,2.0261100000000027,-4.252650000000003,,,2015
2015/16,Sex,Female,,63.5084,23.93854,22.10238,54.80153,,66.1336,22.33011,22.6262,61.24163,0,-2.6251999999999995,-6.440100000000001,,,2015
2015/16,Sex,Male,,68.9352,20.61145,23.12774,67.53949,,66.1336,22.33011,22.6262,61.24163,1,2.8015999999999934,6.29786,,,2015
2015/16,Socioeconomic class,Intermediate occupations,,65.48754,20.20191,19.22939,50.72627,,66.1336,22.33011,22.6262,61.24163,0,-0.6460600000000056,-10.515360000000001,,,2015
2015/16,Socioeconomic class,Long term unemployed or never worked,,51.83535,34.74805,27.87987,56.91933,,66.1336,22.33011,22.6262,61.24163,0,-14.298250000000003,-4.3222999999999985,,,2015
2015/16,Socioeconomic class,Lower supervisory and technical occupations,,66.6242,22.84779,23.9859,61.44242,,66.1336,22.33011,22.6262,61.24163,1,0.4906000000000006,0.2007899999999978,,,2015
2015/16,Socioeconomic class,"Managerial, administrative and professional occupations",,75.32598,13.7318,17.88882,52.42405,,66.1336,22.33011,22.6262,61.24163,0,9.19238,-8.81758,,,2015
2015/16,Socioeconomic class,Other/unclassified,,55.9114,33.38762,20.38105,55.24549,,66.1336,22.33011,22.6262,61.24163,0,-10.2222,-5.996140000000004,,,2015
2015/16,Socioeconomic class,Self-employed and small employers,,68.23979,19.91179,20.66071,56.35497,,66.1336,22.33011,22.6262,61.24163,0,2.106189999999998,-4.886659999999999,,,2015
2015/16,Socioeconomic class,Semi-routine and routine occupations,,60.07721,27.79765,24.056,56.66856,,66.1336,22.33011,22.6262,61.24163,0,-6.05639,-4.573070000000001,,,2015
2015/16,Socioeconomic class,Students,,82.32322,10.82277,18.01875,50.9402,,66.1336,22.33011,22.6262,61.24163,0,16.189620000000005,-10.301430000000003,,,2015
2015/16,Working status,Inactive,,55.84349,32.11715,27.95943,62.85734,,66.1336,22.33011,22.6262,61.24163,1,-10.290109999999999,1.61571,,,2015
2015/16,Working status,Unemployed,,59.21063,28.61442,32.118,63.69186,,66.1336,22.33011,22.6262,61.24163,1,-6.922969999999999,2.4502299999999977,,,2015
2015/16,Working status,Working,,70.95374,17.27917,21.46059,61.72729,,66.1336,22.33011,22.6262,61.24163,1,4.820139999999995,0.48566000000000287,,,2015
2016/17,Age,18-24 yrs,,,,11.02996,33.42668,,66.00507,22.24111,23.12811,61.31358,0,,-27.886900000000004,,,2016
2016/17,Age,19-24 yrs,,75.63103,14.89981,,,,66.00507,22.24111,23.12811,61.31358,0,9.625959999999992,,,,2016
2016/17,Age,25-34 yrs,,69.3424,19.12698,17.64796,50.18642,,66.00507,22.24111,23.12811,61.31358,0,3.3373299999999944,-11.127160000000003,,,2016
2016/17,Age,35-44 yrs,,69.18065,18.71748,21.53189,59.93181,,66.00507,22.24111,23.12811,61.31358,0,3.1755799999999965,-1.381770000000003,,,2016
2016/17,Age,45-54 yrs,,69.32662,18.70382,26.38911,66.8466,,66.00507,22.24111,23.12811,61.31358,1,3.321550000000002,5.533019999999993,,,2016
2016/17,Age,55-64 yrs,,65.84693,22.57252,29.98894,71.165,,66.00507,22.24111,23.12811,61.31358,1,-0.15814000000000306,9.851420000000005,,,2016
2016/17,Age,65-74 yrs,,64.70563,23.41731,27.12852,71.9896,,66.00507,22.24111,23.12811,61.31358,1,-1.2994400000000041,10.676019999999994,,,2016
2016/17,Age,75-84 yrs,,47.66816,38.68233,26.88764,72.35026,,66.00507,22.24111,23.12811,61.31358,1,-18.336910000000003,11.036680000000004,,,2016
2016/17,Age,85+ yrs,,26.43532,62.76094,21.2413,64.2187,,66.00507,22.24111,23.12811,61.31358,1,-39.56975,2.9051199999999966,,,2016
2016/17,Deprivation,Fifth less deprived decile,,68.01019,20.49807,21.09686,60.32222,,66.00507,22.24111,23.12811,61.31358,0,2.005119999999991,-0.9913600000000002,,6.0,2016
2016/17,Deprivation,Fifth more deprived decile,,66.87221,21.09412,23.13187,61.44716,,66.00507,22.24111,23.12811,61.31358,1,0.867139999999992,0.13357999999999493,,5.0,2016
2016/17,Deprivation,Fourth less deprived decile,,69.02127,19.22578,20.2792,59.58659,,66.00507,22.24111,23.12811,61.31358,0,3.0161999999999978,-1.7269900000000007,,7.0,2016
2016/17,Deprivation,Fourth more deprived decile,,65.20947,22.60969,23.48326,61.06804,,66.00507,22.24111,23.12811,61.31358,0,-0.7956000000000074,-0.24553999999999832,,4.0,2016
2016/17,Deprivation,Least deprived decile,,72.2004,16.43066,17.7155,57.01349,,66.00507,22.24111,23.12811,61.31358,0,6.1953299999999984,-4.300090000000004,,10.0,2016
2016/17,Deprivation,Most deprived decile,,57.87548,30.5383,31.37378,67.56682,,66.00507,22.24111,23.12811,61.31358,1,-8.12959,6.253240000000005,,1.0,2016
2016/17,Deprivation,Second least deprived decile,,70.45647,18.12308,19.73952,58.36004,,66.00507,22.24111,23.12811,61.31358,0,4.4513999999999925,-2.953540000000004,,9.0,2016
2016/17,Deprivation,Second most deprived decile,,61.76895,25.78923,27.72727,64.11831,,66.00507,22.24111,23.12811,61.31358,1,-4.236120000000007,2.804729999999992,,2.0,2016
2016/17,Deprivation,Third less deprived decile,,69.48876,19.10461,20.19143,59.27574,,66.00507,22.24111,23.12811,61.31358,0,3.4836899999999957,-2.0378400000000028,,8.0,2016
2016/17,Deprivation,Third more deprived decile,,63.63334,24.69963,25.13781,63.07289,,66.00507,22.24111,23.12811,61.31358,1,-2.3717300000000066,1.7593099999999993,,3.0,2016
2016/17,Disability,Disabled,,49.80907,37.24249,38.33034,70.52884,,66.00507,22.24111,23.12811,61.31358,1,-16.196000000000005,9.21526,,,2016
2016/17,Disability,Not disabled,,70.19398,18.2909,19.68159,59.43033,,66.00507,22.24111,23.12811,61.31358,0,4.188909999999993,-1.8832500000000039,,,2016
2016/17,Education,Another type of qualification,,58.78621,29.42162,24.12977,64.07674,,66.00507,22.24111,23.12811,61.31358,1,-7.2188600000000065,2.763159999999999,,,2016
2016/17,Education,Level 1 and below,,54.59464,30.76353,29.07346,65.55836,,66.00507,22.24111,23.12811,61.31358,1,-11.410430000000005,4.244779999999992,,,2016
2016/17,Education,Level 2 and equivalent,,62.58663,24.25407,26.50144,65.0646,,66.00507,22.24111,23.12811,61.31358,1,-3.418440000000004,3.751019999999997,,,2016
2016/17,Education,Level 3 and equivalent,,70.21323,18.17626,25.8562,64.1268,,66.00507,22.24111,23.12811,61.31358,1,4.208159999999992,2.813220000000001,,,2016
2016/17,Education,Level 4 and above,,74.01193,14.99172,18.91578,57.2674,,66.00507,22.24111,23.12811,61.31358,0,8.006860000000003,-4.04618,,,2016
2016/17,Education,No qualification,,43.36523,44.16773,33.37162,69.44485,,66.00507,22.24111,23.12811,61.31358,1,-22.639840000000007,8.13127,,,2016
2016/17,Ethnicity,Asian,,55.03753,30.46877,19.08547,56.29206,,66.00507,22.24111,23.12811,61.31358,0,-10.967540000000007,-5.021520000000002,,,2016
