Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
93014,Percentage of physically active adults,,,E92000001,England,England,Male,19+ yrs,,,2015/16,68.9352,68.62034,69.25457,68.43795,69.44167,,84985,,,Not compared,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Female,19+ yrs,,,2015/16,63.5084,63.22209,63.80397,63.03062,63.94782,,107067,,,Not compared,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,85+ yrs,,,2015/16,25.43311,24.07125,26.81934,23.20608,27.53181,,3930,,,Not compared,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,25-34 yrs,,,2015/16,70.97007,70.39745,71.53721,70.07884,71.868,,24481,,,Not compared,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,35-44 yrs,,,2015/16,69.82653,69.3219,70.33501,68.98851,70.63603,,30895,,,Not compared,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,45-54 yrs,,,2015/16,69.07365,68.56126,69.56205,68.30157,69.83341,,34273,,,Not compared,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,55-64 yrs,,,2015/16,64.99513,64.49508,65.47926,64.2086,65.72855,,37699,,,Not compared,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,65-74 yrs,,,2015/16,63.5906,63.0992,64.08043,62.79355,64.36462,,37300,,,Not compared,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,75-84 yrs,,,2015/16,46.56597,45.77069,47.35789,45.29969,47.77082,,15499,,,Not compared,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19-24 yrs,,,2015/16,77.52994,76.59943,78.44326,76.04256,78.97539,,8081,,,Not compared,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,,,2015/16,66.1336,65.91866,66.34436,65.8021,66.46666,,192158,,,Not compared,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Working status,Inactive,2015/16,55.84349,55.46686,56.21532,55.27334,56.42449,,70278,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Working status,Unemployed,2015/16,59.21063,57.8519,60.55192,57.03788,61.4453,,5037,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Working status,Working,2015/16,70.95374,70.68121,71.22409,70.5195,71.38003,,103889,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Disability,Disabled,2015/16,49.66649,49.13148,50.21752,48.79346,50.52111,,31951,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Disability,Not disabled,2015/16,70.45761,70.23113,70.68548,70.0971,70.80008,,149223,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White British,2015/16,67.34325,67.12214,67.57068,66.98926,67.70727,,162535,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White Other,2015/16,68.15971,67.20091,69.09317,66.6839,69.65156,,9671,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Asian,2015/16,56.87804,55.7386,57.98502,55.13944,58.65214,,7345,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Black,2015/16,56.65969,54.74924,58.54863,53.6853,59.49848,,2632,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Chinese,2015/16,58.4283,55.40275,61.39489,53.63458,63.06483,,1018,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Mixed,2015/16,72.53169,70.43527,74.5619,69.36105,75.63607,,1769,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Other,2015/16,57.98317,55.43933,60.59972,53.83536,61.92483,,1434,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2015/16,57.45129,56.74131,58.14938,56.36547,58.54641,19,18891,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2015/16,62.23219,61.53672,62.92399,61.14949,63.35323,27,19104,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2015/16,64.00716,63.3368,64.67256,62.97815,65.05199,35,19240,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2015/16,66.07286,65.42529,66.74641,65.03015,67.14168,11,19228,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2015/16,66.81585,66.14451,67.47757,65.7866,67.84585,3,19279,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2015/16,68.49342,67.85844,69.14679,67.51695,69.54522,,19327,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2015/16,68.80142,68.15099,69.45063,67.7264,69.82344,7,19313,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2015/16,68.80896,68.15988,69.48352,67.8069,69.81054,31,19265,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2015/16,70.76371,70.13412,71.3939,69.75067,71.84989,23,19293,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2015/16,72.0174,71.38694,72.63596,71.01743,72.97945,15,19215,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,No qualification,2015/16,42.44721,41.73404,43.17021,41.37234,43.61171,,18800,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,Another type of qualification,2015/16,58.92501,57.97143,59.86962,57.34828,60.4736,,10431,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,Level 1 and below,2015/16,57.1488,55.74935,58.59173,54.86647,59.36695,,4644,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,Level 2 and equivalent,2015/16,64.01647,63.48089,64.56051,63.16561,64.87261,,31400,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,Level 3 and equivalent,2015/16,70.49994,69.96241,71.06069,69.67934,71.42038,,26134,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,Level 4 and above,2015/16,74.31435,74.03297,74.5906,73.86813,74.74687,,93430,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,"Managerial, administrative and professional occupations",2015/16,75.32598,75.05029,75.60113,74.87018,75.7496,,94951,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Intermediate occupations,2015/16,65.48754,64.80732,66.15758,64.3724,66.5571,,19774,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Self-employed and small employers,2015/16,68.23979,67.37972,69.07923,66.87239,69.53585,,11827,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Lower supervisory and technical occupations,2015/16,66.6242,65.81846,67.42879,65.3627,67.91496,,13165,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Semi-routine and routine occupations,2015/16,60.07721,59.35741,60.78356,58.94759,61.1606,,18301,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Long term unemployed or never worked,2015/16,51.83535,50.26427,53.43552,49.3129,54.30761,,3784,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Students,2015/16,82.32322,81.03448,83.57686,80.39155,84.19053,,3422,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Other/unclassified,2015/16,55.9114,54.77682,57.0553,54.09727,57.69488,,7505,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Male,19+ yrs,,,2015/16,68.9352,68.62034,69.25457,68.43795,69.44167,,84985,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Female,19+ yrs,,,2015/16,63.5084,63.22209,63.80397,63.03062,63.94782,,107067,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,85+ yrs,,,2015/16,25.43311,24.07125,26.81934,23.20608,27.53181,,3930,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,25-34 yrs,,,2015/16,70.97007,70.39745,71.53721,70.07884,71.868,,24481,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,35-44 yrs,,,2015/16,69.82653,69.3219,70.33501,68.98851,70.63603,,30895,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,45-54 yrs,,,2015/16,69.07365,68.56126,69.56205,68.30157,69.83341,,34273,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,55-64 yrs,,,2015/16,64.99513,64.49508,65.47926,64.2086,65.72855,,37699,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,65-74 yrs,,,2015/16,63.5906,63.0992,64.08043,62.79355,64.36462,,37300,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,75-84 yrs,,,2015/16,46.56597,45.77069,47.35789,45.29969,47.77082,,15499,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19-24 yrs,,,2015/16,77.52994,76.59943,78.44326,76.04256,78.97539,,8081,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,,,2015/16,66.1336,65.91866,66.34436,65.8021,66.46666,,192158,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Working status,Inactive,2015/16,55.84349,55.46686,56.21532,55.27334,56.42449,,70278,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Working status,Unemployed,2015/16,59.21063,57.8519,60.55192,57.03788,61.4453,,5037,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Working status,Working,2015/16,70.95374,70.68121,71.22409,70.5195,71.38003,,103889,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Disability,Disabled,2015/16,49.66649,49.13148,50.21752,48.79346,50.52111,,31951,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Disability,Not disabled,2015/16,70.45761,70.23113,70.68548,70.0971,70.80008,,149223,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White British,2015/16,67.34325,67.12214,67.57068,66.98926,67.70727,,162535,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White Other,2015/16,68.15971,67.20091,69.09317,66.6839,69.65156,,9671,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Asian,2015/16,56.87804,55.7386,57.98502,55.13944,58.65214,,7345,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Black,2015/16,56.65969,54.74924,58.54863,53.6853,59.49848,,2632,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Chinese,2015/16,58.4283,55.40275,61.39489,53.63458,63.06483,,1018,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Mixed,2015/16,72.53169,70.43527,74.5619,69.36105,75.63607,,1769,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Other,2015/16,57.98317,55.43933,60.59972,53.83536,61.92483,,1434,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2015/16,57.45129,56.74131,58.14938,56.36547,58.54641,19,18891,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2015/16,62.23219,61.53672,62.92399,61.14949,63.35323,27,19104,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2015/16,64.00716,63.3368,64.67256,62.97815,65.05199,35,19240,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2015/16,66.07286,65.42529,66.74641,65.03015,67.14168,11,19228,,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2015/16,66.81585,66.14451,67.47757,65.7866,67.84585,3,19279,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2015/16,68.49342,67.85844,69.14679,67.51695,69.54522,,19327,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2015/16,68.80142,68.15099,69.45063,67.7264,69.82344,7,19313,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2015/16,68.80896,68.15988,69.48352,67.8069,69.81054,31,19265,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2015/16,70.76371,70.13412,71.3939,69.75067,71.84989,23,19293,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2015/16,72.0174,71.38694,72.63596,71.01743,72.97945,15,19215,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,No qualification,2015/16,42.44721,41.73404,43.17021,41.37234,43.61171,,18800,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,Another type of qualification,2015/16,58.92501,57.97143,59.86962,57.34828,60.4736,,10431,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,Level 1 and below,2015/16,57.1488,55.74935,58.59173,54.86647,59.36695,,4644,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,Level 2 and equivalent,2015/16,64.01647,63.48089,64.56051,63.16561,64.87261,,31400,,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,Level 3 and equivalent,2015/16,70.49994,69.96241,71.06069,69.67934,71.42038,,26134,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,Level 4 and above,2015/16,74.31435,74.03297,74.5906,73.86813,74.74687,,93430,,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,"Managerial, administrative and professional occupations",2015/16,75.32598,75.05029,75.60113,74.87018,75.7496,,94951,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Intermediate occupations,2015/16,65.48754,64.80732,66.15758,64.3724,66.5571,,19774,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Self-employed and small employers,2015/16,68.23979,67.37972,69.07923,66.87239,69.53585,,11827,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Lower supervisory and technical occupations,2015/16,66.6242,65.81846,67.42879,65.3627,67.91496,,13165,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Similar,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Semi-routine and routine occupations,2015/16,60.07721,59.35741,60.78356,58.94759,61.1606,,18301,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Long term unemployed or never worked,2015/16,51.83535,50.26427,53.43552,49.3129,54.30761,,3784,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Students,2015/16,82.32322,81.03448,83.57686,80.39155,84.19053,,3422,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93014,Percentage of physically active adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Other/unclassified,2015/16,55.9114,54.77682,57.0553,54.09727,57.69488,,7505,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Male,19+ yrs,,,2016/17,68.60282,68.28763,68.92021,68.0994,69.09176,,83942,,,Not compared,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Female,19+ yrs,,,2016/17,63.56399,63.26677,63.85848,63.08369,64.0208,,105964,,,Not compared,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,85+ yrs,,,2016/17,26.43532,25.06507,27.82405,24.28423,28.60497,,3842,,,Not compared,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,25-34 yrs,,,2016/17,69.3424,68.75563,69.93119,68.40337,70.20153,,24414,,,Not compared,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,35-44 yrs,,,2016/17,69.18065,68.65483,69.69057,68.37884,69.96981,,30799,,,Not compared,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,45-54 yrs,,,2016/17,69.32662,68.83533,69.83234,68.5479,70.14072,,33400,,,Not compared,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,55-64 yrs,,,2016/17,65.84693,65.36756,66.31565,65.09021,66.61461,,37130,,,Not compared,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,65-74 yrs,,,2016/17,64.70563,64.21655,65.19839,63.91173,65.47893,,37073,,,Not compared,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,75-84 yrs,,,2016/17,47.66816,46.88955,48.4417,46.44982,48.86834,,15464,,,Not compared,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19-24 yrs,,,2016/17,75.63103,74.65867,76.57267,74.18654,77.09583,,7837,,,Not compared,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,,,2016/17,66.00507,65.79578,66.21481,65.66364,66.3101,,189959,,,Not compared,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Working status,Inactive,2016/17,56.81044,56.42914,57.18607,56.20047,57.41033,,67777,,,Worse,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Working status,Unemployed,2016/17,58.09308,56.70891,59.4649,55.98467,60.32993,,4971,,,Worse,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Working status,Working,2016/17,70.70537,70.43315,70.98595,70.26973,71.13592,,104022,,,Better,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Disability,Disabled,2016/17,49.80907,49.27639,50.35949,48.96781,50.66191,,32407,,,Worse,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Disability,Not disabled,2016/17,70.19398,69.96398,70.42433,69.83265,70.54552,,147716,,,Better,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White British,2016/17,67.60307,67.37408,67.83593,67.24448,67.97373,,158932,,,Better,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White Other,2016/17,66.98015,66.04801,67.8838,65.51338,68.38817,,9914,,,Better,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Asian,2016/17,55.03753,53.91759,56.14127,53.28969,56.80837,,7645,,,Worse,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Black,2016/17,56.05113,54.24287,57.90051,53.18211,59.03438,,2734,,,Worse,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Chinese,2016/17,57.88009,54.8105,60.93294,52.96395,62.58503,,1029,,,Worse,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Mixed,2016/17,72.8684,70.82885,74.91927,69.80624,75.99575,,1858,,,Better,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Other,2016/17,57.36091,54.68975,59.95671,53.24668,61.47186,,1386,,,Worse,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2016/17,57.87548,57.15125,58.58791,56.72933,59.01517,20,18724,,,Worse,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2016/17,61.76895,61.08698,62.45895,60.72146,62.84035,28,18878,,,Worse,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2016/17,63.63334,62.9236,64.30751,62.57629,64.67061,36,19004,,,Worse,Not compared,20160000,,,1y
93014,Percentage of physically active adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2016/17,65.20947,64.53287,65.87501,64.17111,66.26299,12,19074,,,Worse,Not compared,20160000,,,1y
